"iso3","iso2","admin1_id","admin2_id","iu_id","site_id","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst","identifier","improved_sewer","unpiped_sewer","surface_sewer","piped_sewer","unimproved_sewer","improved_water","unpiped_water","surface_water","piped_water","unimproved_water","p_density","elevation","longitude","latitude","AnnualPrecip","AnPET","AridityIndex"
"SEN","SN",4127,40196,40196,,1,,,2013,5,20,50,0,50,0,50,1,1,29566,0,0,0.02,0.0188679245283019,5858.52534817553,0,0,0,1,52.8321148846757,52.057329780064,41.3399987641248,0.774782711271397,5.82788891692745,61.9790716059608,35.2304842654427,0.55657241894192,26.7485891538497,37.4643545854006,51.3773727722168,21.9909323710742,-13.6912718,16.0062771,143.762459092436,1570.53723066066,0.0457916683314265
"SEN","SN",4119,,2067,,4,,,2013,5,20,50,0,50,2,50,0,1,29580,0,0.04,0,0.0377358490566038,1469.89316226136,2,2,2,3,97.8529877268384,79.1142835683771,2.12490674734712,18.7387052484191,0.0221028256272357,95.2546289069516,1.40019283082375,0.00989960019601594,93.8544387586624,4.73547174837608,7464.22766713677,9.33190737920045,-17.310056,14.772972,205.34615384613,1095,0.0937211533578545
"SEN","SN",4125,,24872,,4,,,2013,5,20,50,0,50,0,50,0,1,29611,0,0,0,0,9784.73747426284,3,3,3,4,41.8469534139355,40.9266566623046,48.239587111612,0.920296350330332,9.9134588441263,2.86675409159538,1.44116652941205,0.115421331868638,1.42558755426659,97.0178297098345,29.0869712262835,52.8530338688005,-14.560528,13.191722,433.873265612181,1142.05487106891,0.189903754778352
"SEN","SN",4121,40170,40170,,1,,,2013,5,20,50,0,50,0,50,0,1,29596,0,0,0,0,13379.1560895466,4,4,4,5,94.0416358544547,50.6548888703079,5.40226591569393,43.3867461745341,0.55609837099852,93.1520121758165,2.64553399290188,0.00741435509311901,90.506472137823,6.8405744231964,98.7705121547154,19.7028667392005,-16.40231,13.8533368,346.916900172121,1201.20655281262,0.144397215694474
"SEN","SN",4130,40205,40205,16232,1,,,2008,,,0,0,0,0,0,0,1,13509,,,,,73883.5275362724,5,5,5,6,40.496336061914,32.9622110605005,41.9059999472569,7.53412407684197,17.5976621385312,46.6542619983553,9.08591627868397,4.64879214720151,37.5683473833076,48.696945743231,46.5126377817829,26.9477320999185,-12.2404869,14.7428345,,,
"SEN","SN",4129,40183,40183,,3,,,2013,5,20,50,9,50,0,50,0,1,29625,0.18,0,0,0.169811320754717,10424.3823824431,6,6,6,7,46.098143283636,45.946816150709,12.7245602578017,0.151325386847528,41.1772983081434,3.75505010011267,3.43048939644222,0.129114551096456,0.324560604421528,96.1158365019869,59.6713144618443,36.5835963295996,-15.619542,12.619389,549.462167631085,1059.76385905989,0.259159367430537
"SEN","SN",4129,40183,40183,,1,,,2013,5,20,51,37,51,2,51,1,1,29622,0.725490196078431,0.0392156862745098,0.0196078431372549,0.699459199434237,59709.1424011826,7,7,7,8,51.9127418780552,49.7852745395305,27.0473701129323,2.12746845228229,21.0398873283774,55.9708982040635,28.4068403018074,0.402554395099375,27.5640605760807,43.6265464496415,35.1460565359933,44.1078510079962,-14.58898,12.517582,,,
"SEN","SN",4121,40170,40170,,3,,,2013,5,20,50,0,50,0,50,0,1,29597,0,0,0,0,10656.8232247438,8,8,8,9,54.7522166577715,54.3118167733487,42.0470078465305,0.440403164152996,3.20077332555053,91.433817213677,45.751569371957,0.0247717389147789,45.6822445563654,8.54141165535978,98.7705121547154,12.0227371999944,-16.475487,13.76075,365.773908279339,1210.46057576819,0.15105727681355
"SEN","SN",4129,40202,40202,,1,,,2013,5,20,50,8,50,2,50,0,1,29546,0.16,0.04,0,0.182641509433962,9226.26762521343,9,9,9,10,21.3669740047172,21.1383627081846,48.1275062465372,0.228611424014002,30.5055199762036,10.2766037060528,0.994569139671778,0.07994633831179,9.28203523153638,89.6434464466811,51.9390861424037,22.3406533536017,-15.783462,13.007633,493.990601815192,1109.03163899551,0.222653403420003
"SEN","SN",4119,,2067,,4,,,2013,5,20,50,0,50,0,50,0,1,29540,0,0,0,0,1555.32429789757,10,10,10,11,93.838139641621,65.210047692877,5.96124716293827,28.628098249255,0.20061014730549,94.801480690904,4.53071485846697,0.0267949245070332,90.2707664366,5.17172398143031,1255.52207463728,7.0743014335981,-17.224431,14.693681,208.810521876671,1157.45480948573,0.090188585592854
