"iso3","iso2","admin1_id","admin2_id","iu_id","site_id","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst","identifier","improved_sewer","unpiped_sewer","surface_sewer","piped_sewer","unimproved_sewer","improved_water","unpiped_water","surface_water","piped_water","unimproved_water","p_density","elevation","longitude","latitude","AnnualPrecip","AnPET","AridityIndex"
"AGO","AO",265,2205,2205,,3,,,2014,5,23,24,0,24,0,24,0,1,20500,0,0,0,0,28626.7692283157,0,0,0,1,34.0994473758276,13.1446026187362,27.1495057651213,20.9548436795908,38.7510477036502,51.7161919602108,28.5333526199224,29.5369382622953,23.1828401814823,18.7468699238048,9.58102818816049,812.659635999995,15.17431,-8.13575,597.87049627708,681.14814906375,0.438713884092587
"AGO","AO",265,2205,2205,,3,,,2014,5,23,30,0,30,0,30,0,1,20504,0,0,0,0,16648.9703608285,1,1,1,2,35.7983912802711,17.1497853524407,22.2614687000991,18.648606875466,41.9401381207307,39.0107558311594,16.2368199306068,44.7616959909709,22.7739354210587,16.2275491026967,16.9246855027335,1233.62740768,15.85456,-8.16623,698.61792549729,731.260093607205,0.477547713581386
"AGO","AO",265,2205,2205,,3,,,2014,5,23,30,1,30,14,30,2,1,20505,0.0333333333333333,0.466666666666667,0.0666666666666667,0.489447938504542,5047.68337892053,2,2,2,3,32.0843325966701,14.8568972149844,24.3316008882254,17.227435651814,43.5840653218482,41.7399572977138,16.7654209080589,44.164267087257,24.9745353201744,14.0957771925622,20.2673135997227,1010.787616,15.88025,-6.83502,748.548027301345,682.42440303799,0.54822982213708
"AGO","AO",265,2205,2205,,3,,,2014,5,23,30,0,30,0,30,0,1,20507,0,0,0,0,3525.2094945071,3,3,3,4,29.4975729088812,15.1196307159207,22.7020059006078,14.3779429834904,47.8004211048847,35.0986264629685,15.0137578887181,48.1258412226144,20.0848685742505,16.7755330231305,30.7147999888829,1169.54230640004,15.17033,-7.28615,737.74263897759,663.11092370123,0.556050698868385
"AGO","AO",265,2205,2205,,3,,,2014,5,23,24,0,24,0,24,0,1,20508,0,0,0,0,12028.1078881398,4,4,4,5,41.4763037712567,18.6117888876241,19.1304271525101,22.8645157438164,39.3932698434534,38.0036005896901,13.3666136771801,45.2596301314189,24.6369845850208,16.7367709183227,16.9246855027335,1188.70080000001,15.77557,-7.9243,717.94646027783,711.49880254346,0.50436331105858
"AGO","AO",265,2205,2205,,3,,,2014,5,23,30,0,30,27,30,5,1,20509,0,0.9,0.166666666666667,0.864779874213836,15809.7056721776,5,5,5,6,33.1960625193312,15.2925530174603,18.6723308445069,17.9035101270758,48.1316054952486,42.2322071516883,18.4940963821496,44.6021856191701,23.7381103423043,13.1656068316495,30.7147999888829,1159.22753999999,14.99531,-7.04815,707.338301522445,640.1168226774,0.552279237003035
"AGO","AO",265,2205,2205,,3,,,2014,5,23,30,0,30,0,30,0,1,20510,0,0,0,0,4811.11103600691,6,6,6,7,21.6029283449438,14.5724701300428,28.4287413407266,7.03045858322473,49.9683304542877,34.694499901176,6.93674460120875,58.5971199448635,27.757755405087,6.70837921345498,194.143680598999,1299.75619840001,15.27819,-7.5677,753.54809055748,668.103486400515,0.56379096535169
"AGO","AO",265,2205,2205,,3,,,2014,5,23,30,0,30,0,30,0,1,20518,0,0,0,0,22126.1180790201,7,7,7,8,34.1595210237249,14.6619423570084,24.4664861106784,19.4975781329566,41.3739934925662,39.8269716235398,21.9626514524739,40.8527950366407,17.8643202024522,19.3202332982875,25.2197708031791,557.081934400015,14.7722,-7.15951,548.410935558445,654.295321441085,0.418900529661126
"AGO","AO",265,2199,2199,,3,,,2014,5,23,30,5,30,3,30,0,1,20520,0.166666666666667,0.1,0,0.235849056603774,1463.71220574744,8,8,8,9,34.5788283502488,15.2306576987949,20.5558628533281,19.3481700888635,44.8653105397005,23.8402342301987,21.0965661696174,72.2109191437252,2.74366822793693,3.9488434410458,19.5982862483433,847.082428799969,16.20152,-6.51017,755.833610446395,690.08587248294,0.54746445766613
"AGO","AO",249,2050,2050,,3,,,2010,0,80,87,1,87,7,87,1,1,29949,0.0114942528735632,0.0804597701149425,0.0114942528735632,0.0957331493368076,1409.20772366176,9,9,9,10,48.5531801282792,7.6672396389642,25.5754202219503,40.8859424163227,25.8713977290029,52.1259580285636,5.59233978566615,47.7831995976367,46.533617997785,0.0908415774423485,34.7000007629395,21.4258060800024,13.66638,-8.58268,309.316517384688,704.574996467485,0.219423069300534
