"iso3","iso2","admin1_id","admin2_id","iu_id","site_id","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst","identifier","improved_sewer","unpiped_sewer","surface_sewer","piped_sewer","unimproved_sewer","improved_water","unpiped_water","surface_water","piped_water","unimproved_water","p_density","elevation","longitude","latitude","AnnualPrecip","AnPET","AridityIndex"
"SYC","SC",4234,41228,41228,16248,3,,,2014,,,33,0,33,0,33,0,1,14240,0,0,0,0,4924.51450075924,0,0,0,1,,,,,,,,,,,326.172830064177,35.8861588425773,55.4836699,-4.7110787,,,
"SYC","SC",4242,41236,41236,16249,3,,,2014,,,18,2,18,0,18,0,1,14241,0.111111111111111,0,0,0.10482180293501,3569.37266545807,1,1,1,2,,,,,,,,,,,427.541648862231,28.1005300065626,55.4180465,-4.6154269,1142.68255258451,1001.00125257008,0.570765209425655
"SYC","SC",4243,41237,41237,16250,3,,,2014,,,34,0,34,0,34,2,1,14242,0,0,0.0588235294117647,0.0554938956714761,4924.51450075924,2,2,2,3,,,,,,,,,,,398.845554879325,103.956163208223,55.4972693,-4.6691242,,,
"SYC","SC",4248,41242,41242,16251,1,,,2014,,,22,0,22,0,22,0,1,14243,0,0,0,0,56834.2944362102,3,3,3,4,,,,,,,,,,,3.7157143233163,84.6283545106277,55.8746256,-4.3262874,,,
"SYC","SC",4250,41244,41244,16252,3,,,2014,,,42,0,42,0,42,0,1,14244,0,0,0,0,3569.37266545807,4,4,4,5,,,,,,,,,,,1789.42227030579,50.9728268175716,55.4496907,-4.620583,1142.68255258451,1001.00125257008,0.570765209425655
"SYC","SC",4258,41252,41252,16253,1,,,2014,,,52,0,52,0,52,0,1,14245,0,0,0,0,8626.63537687805,5,5,5,6,,,,,,,,,,,199.012514718192,109.250280661061,55.5081012,-4.7843688,,,
