"iso3","iso2","admin1_id","admin2_id","iu_id","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst","identifier","improved_sewer","unpiped_sewer","surface_sewer","piped_sewer","unimproved_sewer","improved_water","unpiped_water","surface_water","piped_water","unimproved_water","p_density","elevation"
"NGA","NG",3799,36845,36845,13940,3.2799237,6.4759676,1,,,2014,,,43,2,43,3,43,5,1,12056,0.0465116279069767,0.0697674418604651,0.116279069767442,0.203933627773608,3010.67033015211,0,0,0,1,86.7157772219352,40.4362878321285,11.5587118282922,46.2794892303982,1.72551033598836,99.3323357814227,93.4348690495526,0.0754223447851548,5.89746811193254,0.59224203428578,2711.55346107701,4.9405361570574
"NGA","NG",3803,36920,36920,55763,5.7418599,7.5179701,3,,,2011,,,52,0,52,9,52,0,1,12309,0,0.173076923076923,0,0.163280116110305,589.427813054847,2,2,2,3,19.646791469545,8.18460804887878,56.3290115490883,11.4621840215164,24.0241978973538,84.8588616542434,81.3814395413206,13.1927894704016,3.47742077702335,1.94835056762066,480.048217320033,469.727112474198
"NGA","NG",3802,36902,36902,,2.9452801,6.59166,3,,,2003,5,16,0,0,45,8,0,0,2,31625,,0.177777777777778,,,648.832734500092,5,5,5,5,57.3374196616329,57.0652968584741,8.59772369589752,0.27212322401586,34.0648553999798,18.5571362297552,14.7453251657358,3.01565180399555e-07,3.81181142607657,81.4428633239978,531.641046875,23.8278511040064
"NGA","NG",3804,36943,36943,14194,4.6960756,7.8935611,1,,,2014,,,50,0,50,11,50,0,1,12463,0,0.22,0,0.207547169811321,3729.96162811319,6,6,6,6,32.2789379184531,20.1538075815947,67.1495455983799,12.1251315090785,0.57151508878561,76.9776009459376,74.1654388290386,22.079350629813,2.81216028953137,0.943049505846168,1205.08419071528,395.446661975439
"NGA","NG",3789,36613,36613,13825,6.9450688,8.4746755,1,,,2014,,,48,3,48,0,48,0,1,10921,0.0625,0,0,0.0589622641509434,548.938672999851,10,10,10,9,83.5963665744167,56.9909677677888,15.6940181241113,26.605402189154,0.709615190040315,79.964098253089,69.8220301174019,20.0317650714583,10.1420707515063,0.00413839405812189,118.276339008876,134.50619846592
"NGA","NG",3785,36551,36551,14342,8.016667,6.5,1,,,2010,,,60,2,60,2,60,0,1,10778,0.0333333333333333,0.0333333333333333,0,0.0618448637316562,9208.43376967887,11,11,11,10,7.36322806645878,6.77849645292848,82.7754655956228,0.584731543504972,9.86130384732273,74.6415787938584,72.9042144674319,25.3237755591826,1.73736371130382,0.0346461129824693,405,83.0000400000001
"NGA","NG",3811,37103,37103,14555,7.416807333,12.18992,4,,,2009,,,60,4,60,5,60,0,1,13084,0.0666666666666667,0.0833333333333333,0,0.136268343815514,6897.19632148476,13,13,13,12,16.4469560597936,16.0053830182071,30.373963722366,0.441572663829244,53.1790830912033,25.7001447643132,18.3642895302077,67.9294613282365,7.33585345468189,6.37039414460707,155.028005641392,531.132399800007
"NGA","NG",3811,37103,37103,55997,6.62606,12.18992,3,,,2011,,,60,4,60,5,60,0,1,13081,0.0666666666666667,0.0833333333333333,0,0.136268343815514,6211.9229357567,14,14,14,13,37.4452722024727,29.9563594722981,12.7538882957149,7.48891291968617,49.8008415146327,86.4862421426735,80.3422323739194,9.01056363592946,6.14400951079677,4.50319213220806,145.126392813546,428.929877760001
"NGA","NG",3794,36722,36722,14514,8.6621209,11.9935609,3,,,2013,,,50,16,50,0,50,0,1,11348,0.32,0,0,0.30188679245283,2917.19016812334,15,15,15,14,32.3835581321494,15.7739232936546,66.2069962616958,16.6096359284724,1.40944587835518,62.4577869239835,41.8255516036142,21.4776150611988,20.6322357713627,16.0645977351958,969.948778459821,472.735800086606
"NGA","NG",3804,36949,36949,14658,3.8677076,7.0159061,2,,,2014,,,50,0,50,32,50,0,1,12496,0,0.64,0,0.60377358490566,6981.87514797406,16,16,16,15,30.2434173730677,22.1327160057579,67.1616380597071,8.11070218256029,2.5949465602103,6.34703226446899,5.39875897607825,91.4515171868539,0.948273412725429,2.20144878120889,425.385152029855,96.3551744684115
"NGA","NG",3778,36415,36415,14640,6.9262805,6.1239333,1,,,2011,,,53,0,53,0,53,0,1,10510,0,0,0,0,477.105497174868,17,17,17,16,78.6989300046271,47.6959228196899,14.7860888137424,31.0030076992194,6.51498221711235,83.7178708129385,83.3836683890437,16.0370260412369,0.334204070249352,0.245104886555835,5470.08570715188,202.27701667504
"NGA","NG",3779,36438,36438,15025,10.44286966,11.60330057,3,,,2014,,,50,12,50,5,50,0,1,10613,0.24,0.1,0,0.29811320754717,9727.18715419155,18,18,18,17,34.8831115274464,31.2921381400434,33.3386301786238,3.59097453480601,31.7782527250658,12.5073654233697,9.37228266711519,0.181693451108585,3.13508255205018,87.310940942021,193.280804068429,422.164017200003
"NGA","NG",3779,36435,36435,14519,10.1993,11.3882479,1,,,2014,,,50,6,50,0,50,0,1,10598,0.12,0,0,0.113207547169811,15903.9955822639,19,19,19,18,69.5362435143786,69.1438328116931,14.5523531800127,0.392406433076606,15.9114070341071,9.09637935444915,6.00041537734261,73.0663006446438,3.09596388772094,17.8373204626365,307.340737027251,466.431356672002
"NGA","NG",3779,36427,36427,13930,10.7080828,10.156884,1,,,2014,,,50,11,50,1,50,0,1,10561,0.22,0.02,0,0.222264150943396,24320.8136166037,20,20,20,19,27.1315583803137,24.9193708601718,45.4856249284664,2.21218800998729,27.3828166733161,28.4118905473287,21.9533190146872,71.5880759399897,6.45857272585657,3.30522005858464e-05,70.991911451117,328.898192000005
